player1,player1_deck,player2,player2_deck,player1_win,draw
Nath,,Juliann0,,False,False
Darkbolt200,,SquidArcanist,,False,False
FalconX29,,KFCBody,,False,False
Lightning_Saix,,ShermanD,,False,False
Saltymango,,Sorlo4030,,False,False
Juliann0,,ShermanD,,False,False
KFCBody,,SquidArcanist,,False,False
Nath,,Sorlo4030,,True,False
Lightning_Saix,,FalconX29,,True,False
Xander_T,,Saltymango,,False,False

